"JournalId","eigen","prank.vector","degree","NormalizedName"
"100014387",0.0174156535087699,0.000104572995493898,2350,"journal of proteomics"
"100014455",0.0119170473468152,9.99301688389777e-05,2112,"bmc research notes"
"100016587",5.80473923115155e-07,1.12127652097385e-05,2,"particle accelerators"
"1000263748",0.000712546532767112,2.13532670657386e-05,284,"journal of psychology and theology"
"100028386",1.88995990977212e-05,3.02453174767702e-05,78,"differential geometry and its applications"
"100045985",0.0175434849039781,0.000160270528236518,3104,"american journal of tropical medicine and hygiene"
"100060201",0.000200934488113616,9.77926606124104e-06,36,"saudi journal of gastroenterology"
"100062655",2.03072727332688e-06,1.1153315053795e-05,2,"psicologia teoria e pesquisa"
"100062975",0.000403148593893887,1.48163956972866e-05,90,"computer animation and virtual worlds"
"1000985259",0,4.21923125608422e-05,0,"essays in the philosophy of humanism"
"100105777",4.09192112201963e-07,3.41999987234681e-05,10,"nineteenth century literature"
"1001063841",0.000382662142769108,1.28979429294814e-05,110,"kunstliche intelligenz"
"1001140227",0.000345077226590736,1.53726857339741e-05,168,"canadian journal of criminology revue canadienne de criminologie"
"10012645",0.00169681540141184,2.39949704848293e-05,388,"international journal for numerical and analytical methods in geomechanics"
"10012855",0.000324707843691733,1.7836004100108e-05,154,"pediatric nursing"
"100134864",0.00322474268868273,2.9260520602248e-05,600,"european journal of political economy"
"100140721",9.80356700434513e-05,1.55040062136282e-05,28,"physical geography"
"100141487",0.00347077315615461,6.17750974642056e-05,844,"growth and change"
"100142436",0.0153174818265043,6.335790085432e-05,1706,"ieee transactions on broadcasting"
"1001451782",0.000228529504654169,1.25371469187878e-05,104,"informacios tarsadalom"
"100149336",0.000267018795786028,8.93481092269171e-06,50,"negotiation and conflict management research"
"1001636713",0.000666792194420428,1.93235997055665e-05,256,"television quarterly"
"1001645008",0,4.21923125608422e-05,0,"nihon shoni arerugi gakkaishi the japanese journal of pediatric allergy and clinical immunollogy"
"100167944",0.000962791386135361,2.57813673758313e-05,280,"review of general psychology"
"100175869",0.00519763323406969,4.34734372759792e-05,906,"journal of neuroendocrinology"
"100176667",0.00598308680585756,0.000485084613742742,3050,"sociology compass"
"100189291",4.30717078902741e-07,2.70457530940396e-05,4,"near eastern archaeology"
"100190907",0.000544423958696819,1.18111232113741e-05,116,"scientia"
"1001999377",0,4.21923125608422e-05,0,"international gas engineering and management"
"100205347",0,4.21923125608422e-05,0,"residential treatment for children & youth"
"100217082",0.000185932424082533,1.06657590121837e-05,60,"rangifer"
"100217200",0,4.21923125608422e-05,0,"jura juristische ausbildung"
"100223769",0.00802618666078227,3.25750711662743e-05,904,"polish journal of chemistry"
"100227592",0.00512979516266942,6.1113158249702e-05,850,"european spine journal"
"100243739",0.00184111323874441,2.31100941008305e-05,434,"comparative literature studies"
"100249163",0.018490778324627,9.94606068941519e-05,2252,"journal of the mechanical behavior of biomedical materials"
"100249970",0.000224077893027824,2.17985755154736e-05,190,"gender & history"
"100251264",0.000966577679295041,1.21682782886763e-05,148,"tubercle and lung disease"
"10025213",3.56017585690597e-05,1.23327915247214e-05,20,"apt bulletin"
"100253076",0,4.21923125608422e-05,0,"vascular and endovascular surgery"
"100269456",0,4.21923125608422e-05,0,"asa bulletin"
"1002808042",0.000146278557690341,9.67924692964756e-06,46,"contemporary ob gyn"
"1002854943",0,4.21923125608422e-05,0,"information & culture"
"100299040",0.0013325422921354,1.92817879895856e-05,216,"health physics"
"1002991881",0.000126018468369764,7.91496114563159e-06,8,"japanese journal of electrocardiology"
"100343354",0.00598231839967941,3.10050517999812e-05,742,"journal of parenteral and enteral nutrition"
"100353606",0.00279650332059822,1.87591648207247e-05,386,"international journal of chemical engineering"
"100368719",0,4.21923125608422e-05,0,"nabokov studies"
"100370944",4.53990620014439e-05,8.97209134671307e-06,4,"steel research"
"100373537",0.0247566349505784,0.000156881493031248,3342,"journal of quantitative spectroscopy & radiative transfer"
"10038074",0.000510956128729465,9.16148403587228e-06,56,"annual reports in medicinal chemistry"
"1003885082",8.85180010108217e-05,1.02926510742134e-05,28,"turkish journal of biochemistry turk biyokimya dergisi"
"1003890252",0,4.21923125608422e-05,0,"japanese journal of educational psychology"
"1003953879",0.000351265030876261,1.3619760787706e-05,74,"tehnicki vjesnik technical gazette"
"100414002",0.0100407566936272,4.70452333773435e-05,1246,"acta agriculturae scandinavica section b soil and plant science"
"1004157078",0.00126296639714862,1.19770730212471e-05,166,"journal of neurological sciences turkish"
"100427259",0.00896967455239853,3.43192406605916e-05,966,"welding journal"
"10043949",0.000218252766199262,1.92003398803221e-05,124,"learning and motivation"
"100444555",0.00153300052097596,9.85989214330893e-05,1156,"international social science journal"
"100444939",0.0198231796123763,0.000125170786582049,2474,"colloid and polymer science"
"1004452751",0.00244119491878873,1.84843834779518e-05,302,"measurement & control"
"1004453038",0,4.21923125608422e-05,0,"reports and transactions cardiff naturalists society"
"1004602342",6.61656493485141e-05,1.01816924078313e-05,32,"psychoanalytic study of the child"
"100460328",0.0084655827473028,0.000115414974174844,2172,"scientific american"
"100464430",0.00119261483579405,1.40100908298582e-05,208,"acta societatis botanicorum poloniae"
"100482762",1.78830239493343e-05,1.14987296302554e-05,10,"international journal of coal preparation and utilization"
"1004891435",0.00671291102092992,2.98584367252541e-05,802,"central european journal of immunology"
"1004904615",2.64374258439747e-05,9.66222228101208e-06,42,"revista de estudios politicos"
"1005148073",1.15297897904491e-05,8.18131219420575e-06,20,"socialist studies"
"10052521",0.00213084092499907,2.76771445801555e-05,498,"journal of the serbian chemical society"
"1005282063",0,4.21923125608422e-05,0,"clogher record"
"10055403",5.78959741382191e-07,1.78603935229355e-05,26,"reference and user services quarterly"
"100554201",0.000343574443616599,1.26447057561666e-05,54,"journal of internet technology"
"100564699",8.07192720308812e-06,9.47237050878562e-06,10,"european journal of social work"
"100566859",0,4.21923125608422e-05,0,"environmental sciences europe"
"10058814",0.0218142074599687,0.000133209473435909,3080,"pancreas"
"100601982",0.000123173340391714,3.67239553049974e-05,146,"communications in mathematical physics"
"1006027302",0,4.21923125608422e-05,0,"revista internacional de contaminacion ambiental"
"100607112",0.000100198378961695,1.41430847770778e-05,32,"journal of applied geophysics"
"100611479",0.000115413293919092,1.09942863734138e-05,50,"journal of mathematical cryptology"
"100621616",0,4.21923125608422e-05,0,"systems analysis modelling simulation"
"100629371",0.0121373874457546,5.83996014862631e-05,1510,"journal of drug targeting"
"100638937",0.00394488519999658,0.000190697783205598,1992,"human organization"
"10063912",0.00425758185554745,9.62472209153575e-05,1264,"journal of consumer culture"
"1006551112",0.000394348969445796,2.75708206507755e-05,316,"territory politics governance"
"100658864",0.000656835104552555,9.89322496183388e-06,90,"archives of biological sciences"
"100662246",0.000189427336900129,1.91591884145322e-05,170,"international journal of qualitative studies on health and well being"
"100662317",0.00159761368202247,1.95556618374943e-05,302,"physiological entomology"
"100664636",4.9568394302636e-05,9.33335782823588e-06,18,"fruits"
"100666833",0.00184173980911437,2.7979368352982e-05,456,"the international arab journal of information technology"
"100674681",0.00341069731897952,3.07335733401327e-05,554,"clinical & experimental metastasis"
"100695177",0.00378277908667506,4.69573486158264e-05,702,"the astronomical journal"
"100702818",0.00172457985243276,2.33024907439055e-05,426,"opsearch"
"100706773",0.000263528361653021,2.03147702102026e-05,168,"journal of applied philosophy"
"100725096",0.00055510810626005,1.4306056650114e-05,116,"pediatric dentistry"
"100736837",0.00863815986747425,7.58441242706135e-05,1298,"plastic and reconstructive surgery"
"100750902",0,4.21923125608422e-05,0,"mcgill law journal"
"1007592500",0,4.21923125608422e-05,0,"scriblerian and the kit cats"
"10075937",0.0288338362948392,0.000228841549733763,4260,"journal of cancer research and clinical oncology"
"100767427",0.0215941165414314,0.000192529600516155,3592,"lung cancer"
"100770677",0,4.21923125608422e-05,0,"revue du mauss"
"100777229",0.000720176666952313,9.35525896146339e-06,62,"nano biomedicine and engineering"
"100777832",0,4.21923125608422e-05,0,"journal of asian architecture and building engineering"
"100787194",0.00560090475291148,4.60577577600703e-05,946,"phytotaxa"
"100820205",2.39309116399201e-06,2.66125420066609e-05,4,"international journal of commerce and management"
"100825659",0.000129645334709929,8.46005667778984e-06,22,"atmospheric environment part a general topics"
"10082577",1.57817554390279e-05,3.62405722111343e-05,34,"journal of documentation"
"100835903",0.0195452547660621,0.000101977408127466,2400,"ieee transactions on computer aided design of integrated circuits and systems"
"100849232",4.39023097751483e-05,9.31343674986348e-06,8,"ocular surface"
"10084985",0.0011657319700501,4.27912525890836e-05,654,"journal of forensic psychology practice"
"100877808",0.00040960690955452,1.95650113799531e-05,218,"comparative haematology international"
"1008817457",0.00352317694622371,2.15491967445037e-05,478,"medicina lithuania"
"1008945784",0,4.21923125608422e-05,0,"hardy ramanujan journal"
"100897556",9.24938647451025e-05,9.80915891009861e-06,56,"neuropsychiatry neuropsychology and behavioral neurology"
"100920005",0.000182916058485851,2.20695472531044e-05,72,"college & research libraries"
"100930738",0.000132117064542606,1.04157060186848e-05,66,"financial history review"
"100946473",4.12841425524317e-05,8.88145987541529e-06,8,"revista brasileira de anestesiologia"
"1009508962",0,4.21923125608422e-05,0,"junctures the journal for thematic dialogue"
"101014958",0.00943370120195398,3.44828447009862e-05,978,"organic syntheses"
"101015832",0.000228247775419765,1.42024496549713e-05,102,"journal of social work in end of life & palliative care"
"101023550",0.000294708735402201,1.58051663114689e-05,154,"comparative cognition & behavior reviews"
"1010243106",0,4.21923125608422e-05,0,"archaologisches korrespondenzblatt"
"101036573",0.000332298052180321,1.88458131510224e-05,180,"exercise and sport sciences reviews"
"1010394304",0.0335451821713575,0.000512895051048712,6756,"biomed research international"
"10105944",0.000319814241334443,9.33729244871752e-06,50,"journal of the autonomic nervous system"
"10107356",0.00306974851236908,3.95265167829957e-05,724,"journal of forensic and legal medicine"
"101079398",2.72083652915936e-05,8.91439541379351e-06,12,"journal of folklore research"
"1010844019",0.000619457368445757,1.97723920442768e-05,148,"journal of the midwest modern language association"
"101084935",0,4.21923125608422e-05,0,"cahiers du monde russe"
"101091692",0.000101115402391058,1.33914938055724e-05,74,"ieee technology and society magazine"
"101107869",0.00371505611584817,4.68033316764767e-05,910,"clinical toxicology"
"101120184",0.000131684193988121,2.17244882533438e-05,126,"international spectator"
"101163346",0.000104150908403755,1.25404019661689e-05,66,"international journal of strategic property management"
"101177023",0.00600976731511909,0.000333335023881885,2592,"journal of adolescent health"
"101209419",0.00187198460551812,3.75765615643045e-05,546,"journal of development economics"
"101229256",0.0179418595202578,0.000134666442235745,2642,"marine pollution bulletin"
"101245202",0.00115734307026727,3.42873368203096e-05,456,"psychology of violence"
"10124807",0.0183664937092034,0.000103084442959088,2254,"polymer degradation and stability"
"101267242",0.000155935338229527,1.09751390527808e-05,74,"american communist history"
"101278519",0.0187812867081218,0.000104436619315638,2476,"american journal of neuroradiology"
"1012801158",0,4.21923125608422e-05,0,"pharmazeutische industrie"
"101280741",0.000816132433563316,1.09287635465672e-05,108,"australian journal of physics"
"101287785",0.0296190722003636,0.000248929564749444,4580,"international journal of nanomedicine"
"1012900720",0.000568988980718431,2.31257856235771e-05,274,"epoch"
"101300182",0.0142385071446899,7.24483521342497e-05,1836,"journal of freshwater ecology"
"1013005559",0.00184111323874441,2.30203973885739e-05,434,"arion a journal of humanities and the classics"
"101300946",0.000418087066614349,1.85398493295929e-05,198,"journal of addictions nursing"
"10131218",3.59528902594523e-05,1.49885282843495e-05,42,"revista brasileira de medicina do esporte"
"101327301",0.000426535601645165,2.52301353560854e-05,366,"enfance"
"101328740",5.80630922681136e-05,1.30570935828382e-05,36,"journal of archaeological research"
"101337917",0.00910716210506841,5.05966726854385e-05,1220,"mutagenesis"
"10134376",0.0274879855302849,0.00045158033121697,6008,"sustainability"
"101351556",0.00322699968484559,2.32829331423073e-05,434,"cell and tissue banking"
"1013561213",4.537929842775e-05,8.56628620612992e-06,8,"gayana botanica"
"101378441",0.00119799904757134,6.18050777868224e-05,756,"journal of social service research"
"101383222",0.0262532804379703,0.000178259040245661,3514,"environmental sciences"
"101410500",0,4.21923125608422e-05,0,"orthopade"
"1014464595",0.000158941510230645,1.20550719923934e-05,34,"kafkas universitesi veteriner fakultesi dergisi"
"10145039",0.00526110377829766,5.11273581466063e-05,1000,"journal of the chemical society faraday transactions"
"101458791",0,4.21923125608422e-05,0,"new blackfriars"
"1014636573",0,4.21923125608422e-05,0,"renascence essays on values in literature"
"101466443",0.00734472056256533,2.88323779195782e-05,784,"international journal of thermophysics"
"101472891",0.00403459932798057,2.67107429697784e-05,468,"solid state ionics"
"101474819",0,4.21923125608422e-05,0,"journal of the society for industrial and applied mathematics series a control"
"101476356",0.00102483603221385,1.49935364633394e-05,144,"electronics and communications in japan part ii electronics"
"101510409",0.00496646902981436,8.78717705072015e-05,1168,"american journal of surgery"
"101518821",0.00104832083438029,1.25105033029101e-05,162,"archives of animal nutrition"
"101521904",0.00154427834464242,9.91885449358266e-05,1052,"gender issues"
"101533045",0.00403500548006627,3.91539642169211e-05,812,"journal of neurovirology"
"101533208",0.000646606383217558,1.43108589341344e-05,66,"ieej transactions on fundamentals and materials"
"1015575",0,4.21923125608422e-05,0,"chinese journal of polar research"
"1015635729",0.00014932200346001,7.54099828973401e-06,18,"catalysts and catalysed reactions"
"101593883",0.00122683243584061,1.36769909455506e-05,158,"clean technologies and environmental policy"
"1015980880",9.96058489537483e-05,8.62884152417178e-06,44,"relations industrielles industrial relations"
"101617623",0,4.21923125608422e-05,0,"acta metallurgica"
"101624672",0,4.21923125608422e-05,0,"data processing"
"1016481467",1.34116566292427e-05,3.3805051694162e-05,14,"journal of cultural heritage"
"1016494330",0.000560470196909654,2.25057677153604e-05,166,"analytical abstracts"
"101657556",0,4.21923125608422e-05,0,"quality assurance in education"
"101668441",0.000825173041760561,1.37933081559432e-05,172,"swedish dental journal"
"101670428",0.00701449684603325,3.29977920992857e-05,842,"surgical practice"
"101689161",0,4.21923125608422e-05,0,"greek roman and byzantine studies"
"10169007",0.0221698447266639,0.000161381854276514,3034,"knowledge based systems"
"101697109",0.00249934486400348,3.40710452938733e-05,494,"international journal of modern physics a"
"1017295528",0.00371529060166361,2.25620361493283e-05,530,"nieren und hochdruckkrankheiten"
"1017394892",9.78304010613387e-05,8.54743307155141e-06,12,"ieee solid state circuits magazine"
"1017472883",0.000576122408077033,1.03024287639557e-05,90,"postepy mikrobiologii"
"101753820",0.000253601663799973,1.90867905559037e-05,186,"journal of power"
"101755860",5.89273329832944e-06,1.34785184493302e-05,12,"avian pathology"
"101758675",0.00101324105889577,2.29866630640796e-05,266,"pediatric hematology and oncology"
"101788309",0.000752027087155714,1.74297946264931e-05,224,"papers in regional science"
"101791497",0.0044776547825356,5.47679255596997e-05,916,"archives of otolaryngology head & neck surgery"
"101793665",1.72825010911565e-06,4.92224599858299e-05,20,"journal of library administration"
"1017986",0.00313181490557267,2.42290077899e-05,534,"journal of the chemical society c organic"
"1018412103",0.000143897622005085,9.13416245162975e-06,46,"educacion xx1"
"101854828",0.00146229082161293,1.2343489371093e-05,168,"therapeutic advances in chronic disease"
"10186584",8.80970447091281e-05,7.80673051840761e-06,14,"international journal of plasticity"
"1018669574",0.000228478880793709,1.37235533572782e-05,128,"philosophy of mathematics education journal"
"1018835891",0,4.21923125608422e-05,0,"fine arts journal"
"101887095",0.0010314057443023,1.12350957217409e-05,116,"neurodegenerative diseases"
"101903569",6.17160997667271e-05,8.42760914594722e-06,24,"national municipal review"
"101916922",3.57217806865391e-05,8.6995259322759e-06,14,"informacije midem journal of microelectronics electronic components and materials"
"101945965",7.84421297568105e-08,1.00771987849848e-05,4,"statute law review"
